식품명	식품대분류	1회제공량	내용량_단위	에너지(㎉)	단백질(g)	지방(g)	탄수화물(g)	총당류(g)	나트륨(㎎)	콜레스테롤(g)	콜레스테롤(㎎)	총 포화 지방산(g)	트랜스 지방산(g)
새콤달콤 포도	캔디류	30	g	37.31	0.07	0.85	7.41	4.89	3.6	0	2.12	0.84	0
석류향 태피	캔디류	30	g	35.36	0	0.64	7.07	4.5	54.64	0	0	0.32	0
솜사탕	캔디류	30	g	35.36	0	0	9	9	0	0	0	0	0
솜사탕향 태피	캔디류	30	g	35.36	0	0.64	7.07	4.5	54.64	0	0	0.32	0
스콘자 그릭 요거트 레이즌	캔디류	30	g	45	0.9	1.8	6.3	4.28	9	0	0	1.62	0.45
스콘자 레인보우 보스턴빈	캔디류	30	g	45	0.9	1.35	7.2	4.28	9	0	0	0.27	0
스콘자 보스턴빈	캔디류	30	g	45	0.9	1.35	7.2	4.28	9	0	0	0.27	0
스콘자 요거트 레이진	캔디류	30	g	40.5	0.22	1.8	6.07	1.1	4.5	0	0	1.58	0
스태커스	캔디류	30	g	33.75	0	0	8.44	6.19	5.06	0	0	0	0
스트로베리 치즈케익향 태피	캔디류	30	g	35.36	0	0.64	7.07	4.5	54.64	0	0	0.32	0
스트로베리향 태피 엘아이티이	캔디류	30	g	35.36	0	0.64	7.07	4.5	54.64	0	0	0.32	0
스트로베리향 바나나향 태피	캔디류	30	g	35.36	0	0.64	7.07	4.5	54.64	0	0	0.32	0
시오 요시와라 요깡	캔디류	30	g	25.38	0.23	0	6	1.85	15	0	0	0	0
알밤캔디	캔디류	30	g	389.73	0.08	0.56	96.76	5.09	2.98	0	0	0	0
요거트향 캬라멜 위드 망고향	캔디류	30	g	36.69	0	0.69	7.62	5.54	15.92	0	0	0.21	0.14
요거트향 캬라멜 위드 멜론향	캔디류	30	g	36.69	0	0.69	7.62	5.54	15.92	0	0	0.21	0.14
요거트향 캬라멜 위드 파인애플향	캔디류	30	g	36.69	0	0.69	7.62	5.54	15.92	0	0	0.21	0.14
요시와라 요깡	캔디류	30	g	26.54	0.46	0	6.23	1.85	4.62	0	0	0	0
체리향 태피	캔디류	30	g	35.36	0	0.64	7.07	4.5	54.64	0	0	0.32	0
초콜릿칩향 태피	캔디류	30	g	35.36	0	0.64	7.07	4.5	54.64	0	0	0.32	0
초콜릿향 태피 엘아이티이	캔디류	30	g	35.36	0	0.64	7.07	4.5	54.64	0	0	0.32	0
초콜릿향 민트향 태피	캔디류	30	g	35.36	0	0.64	7.07	4.5	54.64	0	0	0.32	0
초콜릿향 카라멜향 모카향 태피	캔디류	30	g	35.36	0	0.64	7.07	4.5	54.64	0	0	0.32	0
초클레어즈	캔디류	30	g	38	0.4	1.4	6.2	4	8.33	0	3.33	1.17	0
츄파춥스 XXL	캔디류	30	g	32.58	0	0	8.1	6.95	18.63	0	0	0	0
츄파춥스 미니	캔디류	30	g	37.53	0	0	9	6.95	7.47	0	0	0	0
카라멜 체란티스	캔디류	30	g	64.12	6.75	1.12	6.75	6.19	6.22	0	0	0.92	0
카우테일즈 바닐라맛	캔디류	30	g	36.96	0.64	0.96	6.43	4.28	12.86	0	0	0.32	0
카우테일즈 초콜릿맛	캔디류	30	g	36.96	0.64	0.96	6.43	4.28	12.86	0	0	0.32	0
캔디드 오렌지필 비스킷	캔디류	30	g	37.8	0.3	0.6	7.8	6.9	6	0	9	0.3	0
코코넛향 태피	캔디류	30	g	35.36	0	0.64	7.07	4.5	54.64	0	0	0.32	0
트리플초콜릿 마카다미아	캔디류	30	g	45	0.41	2.45	5.32	3.27	14.32	0	4.09	1.43	0
튼튼케어 초유+칼슘	캔디류	30	g	600	25	12.5	100	3	0	0	0	5	5.7
티 리프트	캔디류	30	g	46.15	0.16	0.33	10.64	6.55	0	0	0	0.25	0
파스티케 디 산타마리아 노벨라	캔디류	30	g	36.22	0.11	0.13	8.68	8.36	0	0	0	0.07	0
파인애플향 태피	캔디류	30	g	35.36	0	0.64	7.07	4.5	54.64	0	0	0.32	0
패션후르츠향 태피	캔디류	30	g	35.36	0	0.64	7.07	4.5	54.64	0	0	0.32	0
프로스테드 컵케익향 태피	캔디류	30	g	35.36	0	0.64	7.07	4.5	54.64	0	0	0.32	0
프로폴리스 로젠지스	캔디류	30	g	40.91	0	0	9.82	6.55	0	0	0	0	0
피너츠 퍼지	캔디류	30	g	42.6	0.6	1.5	6.6	3.38	18	0	0	0.9	0
피치향 엔 크림향 태피	캔디류	30	g	35.36	0	0.64	7.07	4.5	54.64	0	0	0.32	0
하프타임	캔디류	30	g	46.8	0.72	2.16	6.12	2.16	10.8	0	0	0.9	0
핫 초콜릿향 태피	캔디류	30	g	35.36	0	0.64	7.07	4.5	54.64	0	0	0.32	0
허니향 태피	캔디류	30	g	35.36	0	0.64	7.07	4.5	54.64	0	0	0.32	0
헬로키티 샌드위치 크래커 초코렛 크림	캔디류	30	g	46.08	0.36	2.52	5.76	1.8	18	0	0.36	1.44	0
화이트 컴파운드 SLW-3200	캔디류	30	g	49.5	0.9	2.7	5.4	4.59	11.7	0	0	2.7	0
화이트 컴파운드 버튼 SLW-3200	캔디류	30	g	49.5	0.9	2.7	5.4	4.59	11.7	0	0	2.7	0
후카미 커피맛 사탕	캔디류	30	g	37.5	0.08	0.52	8.02	6.72	0.52	0	0	0.15	0
휘리팝 딸기향	캔디류	30	g	36	0	0	9	6.72	0	0	0	0	0
휘리팝 라임향	캔디류	30	g	36	0	0	9	6.72	0	0	0	0	0
휘리팝 레몬향	캔디류	30	g	36	0	0	9	6.72	0	0	0	0	0
휘리팝 블루베리향	캔디류	30	g	36	0	0	9	6.72	0	0	0	0	0
휘리팝 체리향	캔디류	30	g	36	0	0	9	6.72	0	0	0	0	0
휘리팝 포도향	캔디류	30	g	36	0	0	9	6.72	0	0	0	0	0
흑사탕	캔디류	30	g	34.62	0	0	8.31	6.72	1.38	0	0	0	0
히트 미니스 밀크맛	캔디류	30	g	46.5	0.6	2.4	5.7	2.25	18	0	0.36	1.17	0
히트 미니스 카푸치노향	캔디류	30	g	43.7	0.55	2.02	5.75	2.24	16.83	0	0.38	1.06	0
히트 오색 과일향 캔디	캔디류	30	g	36	0	0	9	6.72	0	0	0	0	0
힌트민트 시나몬민트맛	캔디류	30	g	45	0	0	9	5.79	0	0	0	0	0
힌트민트 초코렛민트맛	캔디류	30	g	45	0	0	9	9	0	0	0	0	0
힌트민트 페퍼민트맛	캔디류	30	g	45	0	0	9	6.72	0	0	0	0	0
카라멜 땅콩	캔디류	30	g	39.15	0.27	1.17	6.84	1.87	12.6	0	0	0	0
카라멜 밀크	캔디류	30	g	40.95	0.36	1.53	6.39	4.5	11.7	0	0	0	0
카라멜	캔디류	30	g	0.09	0	0	0.02	0	0	0	0	0	0
카라멜 통깨	캔디류	30	g	37.8	0.27	0.99	7.02	0	13.5	0	0	0	0
청춘캔디	캔디류	30	g	110	0	0	29	14	80	0	0	0	0
라임민트 목캔디	캔디류	38	g	120	0	0	30	23	0	0	0	0	0
제리종합_양갱	캔디류	38	g	130	1	0	32	29	3	0	0	0	0
LOTTE 롯데목캔디믹스베리	캔디류	38	g	150	0	0	37	29	15	0	0	0	0
LOTTE 목캔디 허브	캔디류	38	g	150	0	0	37	29	0	0	0	0	0
짱셔요	캔디류	40	g	135	2	0	32	26	15	0	0	0	0
꼬미볼소다향	캔디류	40	g	175	0	4	35	27	15	0	0	4	0
짜먹는양갱	캔디류	40	g	95	1	0	26	13	0	0	0	0	0
꼬미볼포도맛	캔디류	40	g	175	0	4	35	27	15	0	0	4	0
쏠라C 정 레몬맛	캔디류	40	g	150	0	0	37	30	0	0	0	0	0
아이셔 츄잉캔디 청사과맛	캔디류	42	g	177	0	4	35	30	40	0	0	3	0
아이셔 츄잉캔디 딸기맛	캔디류	42	g	177	0	4	35	30	40	0	0	3	0
친구가좋아하는새콤짱(딸기맛)	캔디류	45	g	27	0	0	7	3	0	0	0	0	0
애터미 양갱선물세트_팥양갱	캔디류	45	g	143	1	0	34	23	11	0	0	0	0
애터미 양갱선물세트_호두양갱	캔디류	45	g	149	1	1	34	22	13	0	0	0	0
애터미 양갱선물세트_녹차양갱	캔디류	45	g	151	1	0	36	19	10	0	0	0	0
코로로 그레이프	캔디류	48	g	130	0.6	0	32	17	10	0	0	0	0
비타500젤리	캔디류	48	g	170	3	0	40	26	25	0	0	0	0
젤리데이 석류	캔디류	49	g	160	4	1	34	31	25	0	0	1	0
연양갱	캔디류	50	g	145	2	0	34	25	0	0	0	0	0
구리 요시와라 요깡	캔디류	50	g	72.37	0.66	0	17.76	12.5	0	0	0	0	0
네리 미니요깡	캔디류	50	g	71.98	0.86	0	17.24	12.5	1.72	0	0	0	0
미니양갱	캔디류	50	g	70.83	0.83	0	17.08	12.5	0	0	0	0	0
박찬회 연양갱	캔디류	50	g	158.72	1.39	0.11	39.22	12.62	1.39	0	0	0	0
스다래 양갱	캔디류	50	g	82.75	1.25	0.25	19.5	4.55	6.25	0	0	0.12	0
오코노니요깡 렌요깡, 고쿠로요깡, 말차요깡	캔디류	50	g	70	0.62	0	16.88	12.5	0	0	0	0	0
오코노니요깡 시오요깡	캔디류	50	g	70	0.62	0	16.88	12.5	40.62	0	0	0	0
오코노미요깡	캔디류	50	g	70	0.62	0	16.88	12.5	108.12	0	0	0	0
오코노미요캉 녹차맛 양갱	캔디류	50	g	71.88	0.81	0.06	17.06	15	0.62	0	0	0	0
오코노미요캉 련 양갱	캔디류	50	g	71.88	0.88	0.19	16.69	14.38	0.62	0	0	0	0
오코노미요캉 밤맛 양갱	캔디류	50	g	68.75	0.75	0	16.5	14.38	1.25	0	0	0	0
오코노미요캉 소금맛 양갱	캔디류	50	g	71.88	0.88	0.06	16.69	14.38	40	0	0	0	0
오코노미요캉 소창 양갱	캔디류	50	g	71.88	0.88	0.06	16.75	14.38	0.62	0	0	0	0
웰빙 연양갱	캔디류	50	g	130.82	1.46	0.04	31.15	12.36	2.85	0	0	0.03	0
쿠리 요칸 265	캔디류	50	g	69.53	0.9	0.09	16.27	15	6.84	0	0	0	0
팥 연양갱	캔디류	50	g	71.97	0.76	0	17.23	12.52	1.65	0	0	0	0
한입 양갱 말차	캔디류	50	g	70	1	0	16.5	4	0	0	0	0	0
한입 양갱 오구라	캔디류	50	g	70	1	0	16.5	4	0	0	0	0	0
한입 양갱 혼네리	캔디류	50	g	70	1	0	16.5	4	0	0	0	0	0
한진생 홍삼양갱	캔디류	50	g	32.5	0.5	0	7.5	4.5	1.25	0	0	0	0
양갱	캔디류	50	g	71.5	0.73	0	16.77	12.5	0	0	0	0	0
팥양갱	캔디류	50	g	145	2	0	34	26	0	0	0	0	0
밤양갱	캔디류	50	g	150	2	0	35	25	0	0	0	0	0
죠스바젤리	캔디류	50	g	160	3	0	37	26	20	0	0	0	0
청포도젤리	캔디류	50	g	165	3	0	39	30	5	0	0	0	0
쥬라기공룡	캔디류	50	g	188	4	0	43	32	0	0	0	0	0
젤리셔스 말랑망고	캔디류	50	g	160	3	0	38	28	10	0	0	0	0
후르츠젤리	캔디류	50	g	188	4	0	43	32	0	0	0	0	0
젤리셔스 복숭아젤리	캔디류	50	g	165	3	0	38	27	20	0	0	0	0
말랑카우 솜사탕	캔디류	50	g	165	1	0	40	34	0	0	0	0	0
단호박연양갱	캔디류	50	g	140	1	0	34	14	0	0	0	0	0
박카스맛젤리	캔디류	50	g	175	3	0	40	26	15	0	0	0	0
스크류바 포도젤리	캔디류	50	g	190	2	2	42	28	110	0	0	1	0
씨프렌즈 캔디	캔디류	50	g	196	0	0	0	34	5	0	0	0	0
퓨레뜨 포도	캔디류	55	g	65	0	0	0	8	20	0	0	0	0
해태연양갱	캔디류	55	g	160	2	0	38	27	0	0	0	0	0
7곡 연양갱	캔디류	55	g	150	2	0	38	25	1	0	0	0	0
퓨레뜨 밀감-C	캔디류	55	g	91	0	0	22	22	100	0	0	0	0
청포도과즙 그대로 마이구미	캔디류	55	g	174	4	1	38	35	10	0	0	0	0
오렌지과즙 그대로 마이구미	캔디류	55	g	173	4	1	38	36	35	0	0	0	0
수박바젤리	캔디류	56	g	200	3	0	48	37	0	0	0	0	0
제리뽀 사과맛	캔디류	60	g	64	0	0	16	15	20	0	0	0	0
제리뽀 오렌지맛	캔디류	60	g	64	0	0	16	15	20	0	0	0	0
제리뽀 사과맛	캔디류	60	g	64	0	0	16	15	20	0	0	0	0
제리뽀 망고맛	캔디류	60	g	68	0	0	17	16	20	0	0	0	0
제리뽀 딸기맛	캔디류	60	g	64	0	0	16	15	20	0	0	0	0
롤리팝캔디(파핑블루핑크)	캔디류	60	g	232	0	0	0	45	1	0	0	0	0
오리온밀크카라멜	캔디류	63	g	262	1	6	51	41	1	0	3	4	0
롤리팝아이스 츄잉	캔디류	63	g	260	1	6	49	32	0	0	0	6	0
오리온 밀크카라멜 콜드브루라떼맛	캔디류	63	g	259	2	5	52	43	65	0	3	4	0
구미베어	캔디류	64	g	220	0	0	0	28	23	0	0	0	0
포도과즙 그대로 마이구미	캔디류	66	g	218	4	2	47	40	10	0	0	0	0
복숭아과즙 그대로 마이구미	캔디류	66	g	215	5	1	47	39	20	0	0	0	0
왕꿈틀이 복숭아맛	캔디류	67	g	212	4	0	49	36	20	0	0	0	0
젤리셔스 구미당기는구미	캔디류	70	g	225	4	0	52	39	15	0	0	0	0
젤리셔스 구미당기는구미	캔디류	70	g	225	0	0	0	39	15	0	0	0	0
포도송이	캔디류	75	g	65	0	0	17	13	15	0	0	0	0
당근사과듬뿍	캔디류	75	g	65	0	1	14	8	25	0	0	0	0
감귤 한 알	캔디류	75	g	65	0	0	15	12	30	0	0	0	0
지리산 오디 푸딩	캔디류	75	g	48	0	0	12	11	25	0	0	0	0
비타민C 자몽젤리	캔디류	80	g	275	3	0	0	54	17	0	0	0	0
어솔티드 비타민 C 젤리빈	캔디류	80	g	288	0	0	0	56	80	0	0	0	0
LOTTE 요구르트 젤리	캔디류	83	g	265	4	0	63	52	10	0	0	0	0
스위트앤젤 파인	캔디류	90	g	70	0	0	0	17	105	0	0	0	0
쁘띠첼 요거젤리 블루베리	캔디류	90	g	100	0	3.4	17	17	30	0	0	2.9	0
쥬시톡망고	캔디류	90	g	116	0	0	29	3	30	0	0	0	0
쁘띠첼 복숭아	캔디류	90	g	75	0	0	19	17	13	0	0	0	0
쁘띠첼 밀감	캔디류	90	g	65	0	0	16	15	30	0	0	0	0
쁘띠첼 포도	캔디류	90	g	70	0	0	17	16	10	0	0	0	0
통아몬드 캔디	캔디류	90	g	494	5	30	51	45	170	0	0	12	0
쁘띠첼 젤리 파인애플	캔디류	90	g	76	0	0	19	17	15	0	0	0	0
쁘띠첼 푸딩 커스타드	캔디류	90	g	110	2	4	16	15	45	0	15	3	0
쁘띠첼 망고	캔디류	90	g	72	0	0	18	17	15	0	0	0	0
쁘띠첼 파인애플	캔디류	90	g	76	0	0	19	17	15	0	0	0	0
쁘띠첼 코코포도	캔디류	90	g	65	0	0	16	15	21	0	0	0	0
해태청포도캔디	캔디류	90	g	350	0	0	88	36	0	0	0	0	0
스위트앤젤 밀감	캔디류	90	g	70	0	0	17	17	105	0	0	0	0
스위트앤젤 복숭아	캔디류	90	g	70	0	0	17	16	95	0	0	0	0
구미베어 구미젤리	캔디류	90	g	295	4	0	0	54	16	0	0	0.1	0
미니믹스 구미젤리	캔디류	90	g	295	4	0	0	54	16	0	0	0.1	0
젤리데이포도	캔디류	98	g	322	0	0	0	62	50	0	0	1.6	0
초이스엘 상쾌한 박하향 캔디 OEM	캔디류	100	g	395	0	0	98	64	0	0	0	0	0
초이스엘 계피맛 캔디 OEM	캔디류	100	g	395	0	0	98	66	0	0	0	0	0
초이스엘 홍삼캔디	캔디류	100	g	395	0	0	98	66	0	0	0	0	0
초이스엘 시원한 쿨민트 캔디	캔디류	100	g	395	0	0	99	60	0	0	0	0	0
딸기 푸딩	캔디류	100	g	87.5	0	0	20	17.78	37.5	0	0	0	0
리코푸딩 망고맛	캔디류	100	g	99	0.1	0.9	22.5	17.78	0	0	0	0	0
망고맛 푸딩	캔디류	100	g	84.61	0	0	21.08	17.78	2.31	0	0	0	0
망고맛 요거트 푸딩	캔디류	100	g	114.29	1.43	0	25.71	17.78	85.71	0	0	0	0
망고맛 푸딩	캔디류	100	g	117.31	0	0.08	29.15	17.78	30.77	0	0	0	0.08
복숭아맛 요거트 푸딩	캔디류	100	g	114.29	1.43	0	25.71	17.78	85.71	0	0	0	0
블루베리맛 요거트 푸딩	캔디류	100	g	114.29	1.43	0	25.71	17.78	85.71	0	0	0	0
쁘띠첼 복숭아	캔디류	100	g	77.8	0	0	18.9	17.78	22.2	0	0	0	0
쁘띠첼 요거 딸기 뚜또	캔디류	100	g	103.2	0.2	3.2	18.4	40	38.8	0	0	1.2	0
쁘띠첼 요거 복숭아 뚜또	캔디류	100	g	99.6	0.2	2.8	18.4	18	44	0	0	2.4	0
쁘띠첼 요거 화이트코코 뚜또	캔디류	100	g	90.8	0.12	2.4	17.2	38	36.4	0	0	2.8	0
쁘띠첼 포도	캔디류	100	g	77.8	0	0	18.9	17.78	22.2	0	0	0	0
쁘띠첼 푸딩 초콜릿	캔디류	100	g	121.11	1.11	5.56	16.67	14	42.22	0	6.67	3.33	0
쁘띠첼 푸딩 커스타드	캔디류	100	g	122.22	2.22	5.56	15.56	17.78	48.89	0	14.44	3.33	0
쁘띠첼 망고 쌍인	캔디류	100	g	75.56	0	0	18.89	20	27.78	0	0	0	0
샤베트 푸딩	캔디류	100	g	76.27	0.59	0.68	16.95	17.78	21.19	0	0	0.59	0
알로에 푸딩 리치맛	캔디류	100	g	96	0.5	0.5	21	17.78	25	0	0	0.8	0
알로하 망고푸딩	캔디류	100	g	90	0.5	0.5	19	17.78	30	0	0	0.8	0
어쏠티드 요거트푸딩	캔디류	100	g	114.29	1.43	0	25.71	17.78	85.71	0	0	0	0
오렌지 푸딩	캔디류	100	g	87.5	0	0	20	17.78	37.5	0	0	0	0
쥬시초이스	캔디류	100	g	100	0	0	24.29	17.78	42.86	0	0	0	0
코콘푸딩	캔디류	100	g	83.33	0.83	0	19.17	17.78	25	0	0	0	0
코튼캔디향 타피	캔디류	100	g	404.76	0	0	90.48	52.38	0	0	0	0	0
킨고 푸딩 망고맛 망고퓨레	캔디류	100	g	90	0	1	20	17.78	15	0	0	0.9	0
킨고 푸딩 멜론맛 멜론 주스	캔디류	100	g	90	0	1	20	17.78	15	0	0	0.9	0
텐텐망고 맛푸딩	캔디류	100	g	84.75	0	0	21.19	17.78	39.83	0	0	0	0
텐텐 혼합푸딩	캔디류	100	g	84.75	0	0	21.19	17.78	39.83	0	0	0	0
혼합푸딩	캔디류	100	g	83.33	0.83	0	19.17	17.78	25	0	0	0	0
쁘띠첼 워터젤리 포도	캔디류	100	g	76.9	0	0	19.2	9.23	19.2	0	0	0	0
마이쮸 딸기,복숭아	캔디류	100	g	415	2	9	82	53	30	0	0	9	0
마이쮸 포도,사과	캔디류	100	g	415	2	9	82	53	30	0	0	9	0
제주감귤비타C플러스	캔디류	100	g	370	2	2	88	67	5	0	0	1	7
사과푸딩	캔디류	100	g	85	0	0	21	16	65	0	0	0	0
망고푸딩	캔디류	100	g	105	0	1	24	23	65	0	0	1	0
요거트푸딩	캔디류	100	g	105	0	2	23	22	70	0	0	1	0
제주감귤멀티비타C	캔디류	100	g	327	0	0	82	82	0	0	0	0	0
제리종합_제리	캔디류	100	g	352	0	0	88	69	7	0	0	0	0
딸기향푸딩	캔디류	100	g	105	0	2	23	22	70	0	0	1	0
유가	캔디류	100	g	429	1	8	89	63	12	0	5	3	0
무스웰 고단백	캔디류	100	g	75	6	0	15	9	35	0	0	0	0
신계피맛캔디	캔디류	100	g	395	0	0	98	69	0	0	0	0	0
후르츠 스틱캔디 종합	캔디류	100	g	390	0	0	100	70	12	0	0	0	0
신종합캔디	캔디류	100	g	395	0	0	98	75	0	0	0	0	0
상큼한 사과푸딩	캔디류	100	g	85	0	0	21	20	70	0	0	0	0
계피캔디	캔디류	100	g	390	0	0	98	81	0	0	0	0	0
블루베리비타C플러스	캔디류	100	g	374	1	1	90	78	3	0	0	0	0
요구르트 비타C플러스	캔디류	100	g	375	1	2	89	83	8	0	0	1	0
요구르트멀티비타C	캔디류	100	g	320	0	0	80	80	0	0	0	0	0
마이쮸자일리톨 사과	캔디류	100	g	380	1	7	85	46	35	0	0	7	0
미니구미베어	캔디류	100	g	360	8	0	82	54	7	0	0	0	0
상큼한 감귤푸딩	캔디류	100	g	90	0	0	22	22	75	0	0	0	0
마누카벌꿀캔디	캔디류	100	g	395	0	0	98	85	0	0	0	0	0
simplus종합캔디	캔디류	100	g	395	0	0	99	71	0	0	0	0	0
마이쮸 딸기, 포도	캔디류	100	g	417	2	9	82	53	30	0	0	9	0
sias 사과향푸딩	캔디류	100	g	110	0	0	28	24	60	0	0	0	0
밀크 푸딩	캔디류	100	g	185	4	0	0	16	50	0	0	5	0
초콜릿 푸딩	캔디류	100	g	200	5	0	0	19	55	0	0	2	0
오키오 망고 구미(OKIO MANGO GUMMY)	캔디류	100	g	380	0	0	0	55	45	0	0	0	0
로얄젤리캔디	캔디류	100	g	399	0	0	0	92	0	0	0	0	0
프로폴리스캔디	캔디류	100	g	399	0	0	0	90	0	0	0	0	0
비단박하 캔디	캔디류	100	g	390	0	0	0	55	0	0	0	0	0
진홍삼캔디	캔디류	100	g	400	0	0	0	91	0	0	0	0	0
나나코 스트로베리 바나나 푸딩	캔디류	108	g	86	0	0	0	18	15	0	0	0	0
후르티아오젤리 포도	캔디류	110	g	85	0	0	0	20	20	0	0	0	0
후르티아오젤리 석류&알로에	캔디류	110	g	85	0	0	0	15	5	0	0	1.7	0
후르티아오젤리 망고	캔디류	110	g	75	0	0	0	19	0	0	0	0	0
후르티아오젤리 오렌지	캔디류	110	g	60	0	0	0	14	0	0	0	0	0
마오암블락스사우어(MAOAM BLOXX SOUR)	캔디류	110	g	420	0	0	0	62	4	0	0	3	0
2019 W-DAY 오로라 캔디(걸)	캔디류	112	g	436	0	0	0	74	0	0	0	0	0
2019 W-DAY 오로라 캔디(보이)	캔디류	112	g	436	0	0	0	74	0	0	0	0	0
밀크카라멜	캔디류	115	g	470	5	11	88	65	300	0	5	10	0
망고맛 젤리	캔디류	123	g	120	0	0	0	24	77	0	0	0	0
돌밀감젤리250	캔디류	125	g	82	0	1	19	16	56	0	0	0	0
돌백도젤리250	캔디류	125	g	90	0	0	22	17	38	0	0	0	0
돌황도요거트젤리250	캔디류	125	g	120	0	5	20	18	32	0	0	3	0
돌 자몽 젤리	캔디류	125	g	105	0	0	26	18	61	0	0	0	0
곤약젤리 복숭아	캔디류	130	g	11	0	0	13	1	85	0	0	0	0
곤약 빠지다 39 복숭아맛	캔디류	130	g	50	0	0	12	12	30	0	0	0	0
곤약젤리 청포도	캔디류	130	g	11	0	0	13	1	85	0	0	0	0
곤약빠지다 39 청포도맛	캔디류	130	g	50	0	0	12	11	30	0	0	0	0
곤약빠지다 리치맛	캔디류	130	g	7	0	0	6	0	95	0	0	0	0
곤약이 탱글해 배맛	캔디류	130	g	50	0	0	12	12	115	0	0	0	0
제리뽀 말캉젤리 복숭아	캔디류	130	g	100	0	1	23	17	40	0	0	0	0
콜라겐 젤리 1000업	캔디류	130	g	20	1	0	13	2	60	0	0	0	0
제리뽀 말캉젤리 망고	캔디류	130	g	110	0	1	26	16	45	0	0	0	0
곤약빠지다 죠스바맛	캔디류	130	g	19	0	0	12	4	0	0	0	0	0
곤약빠지다 스크류바맛	캔디류	130	g	19	0	0	12	2	0	0	0	0	0
헬스원 곤약젤리 식이섬유	캔디류	130	g	30	0	0	17	1	45	0	0	0	0
벨리불리 다운젤리	캔디류	150	g	5	0	0	11	0	21	0	0	0	0
벨리불리 다운젤리 그린애플	캔디류	150	g	4	0	0	11	0	37	0	0	0	0
벨리불리 다운젤리 레드자몽	캔디류	150	g	4	0	0	11	0	37	0	0	0	0
벨리불리 다운젤리 블러드오렌지	캔디류	150	g	6	0	0	12	0	39	0	0	0	0
벨리불리 다운젤리 레드그레이프	캔디류	150	g	5	0	0	11	0	37	0	0	0	0
벨리불리 다운젤리 스트로베리	캔디류	150	g	5	0	0	12	0	36	0	0	0	0
벨리불리 다운젤리 레드자몽	캔디류	150	g	4	0	0	11	0	37	0	0	0	0
벨리불리 다운젤리 워터멜론	캔디류	150	g	5	0	0	11	0	37	0	0	0	0
벨리불리 다운젤리 스트로베리	캔디류	150	g	5	0	0	12	0	36	0	0	0	0
벨리불리 다운젤리 레드그레이프	캔디류	150	g	2	0	0	0	0	11	0	0	0	0
벨리불리 다운젤리 플럼	캔디류	150	g	6	0	0	12	0	42	0	0	0	0
벨리불리 다운젤리 블러드오렌지	캔디류	150	g	6	0	0	12	0	39	0	0	0	0
벨리불리 다운젤리 그린 애플	캔디류	150	g	5	0	0	11	0	35	0	0	0	0
청포도캔디	캔디류	153	g	595	0	0	149	119	5	0	0	0	0
폭신폭신 말랑카우	캔디류	158	g	635	7	19	109	83	440	0	15	17	0.5
폭신폭신 말랑카우 밀크	캔디류	158	g	675	0	0	0	89	570	25	0	19	0.2
배부른 젤리 배불리 풋사과맛	캔디류	170	g	6	0	0	13	0	0	0	0	0	0
벨리불리 뷰티 젤리	캔디류	170	g	22	1	0	15	3	44	0	0	0	0
배부른 젤리 배불리 포도맛	캔디류	170	g	6	0	0	13	0	76	0	0	0	0
배부른 젤리 배불리 깔라만시맛	캔디류	170	g	6	0	0	13	0	36	0	0	0	0
참 깔라만시 곤약	캔디류	170	g	130	0	0	13	1	7	0	0	0	0
배부른 젤리 배불리 자몽맛	캔디류	170	g	6	0	0	12	0	75	0	0	0	0
산약촌 오미자	캔디류	180	g	62	0	0	0	14	0	0	0	0	0
애니타임	캔디류	185	g	440	0	0	181	0	0	0	0	0	0
요구르트 라무네	캔디류	200	g	1458.82	0	0	364.71	47.33	35.29	0	0	0	0
청포도 스파클	캔디류	200	g	214.29	0	1.63	38.77	48.56	0	0	0	1.23	0
돌 망고 젤리	캔디류	200	g	175	0	0	43	41	95	0	0	0	0
망고 요거트 젤리	캔디류	200	g	195	0	5	38	28	50	0	0	2	0
밀감 요거트 젤리	캔디류	200	g	185	0	1	44	41	75	0	0	1	0
쁘띠첼 젤리 밀감	캔디류	210	g	135	0	0	34	31	35	0	0	0	0
쁘띠첼 젤리 포도	캔디류	210	g	140	0	0	35	33	15	0	0	0	0
쁘띠첼 젤리 복숭아	캔디류	210	g	145	0	0	36	33	40	0	0	0	0
9칼로리 포도	캔디류	210	g	9	0	0	27	0	91	0	0	0	0
하리보 골드베어(220G)(HARIBO OSITOS DE ORO CUP)	캔디류	220	g	755	0	0	0	101	150	0	0	0	0
LOTTE목캔디허브	캔디류	243	g	940	0	0	0	184	5	0	0	0	0
쁘띠첼 요거젤리 화이트코코	캔디류	250	g	260	0	10	42	40	70	0	0	9	0
쁘띠첼요거젤리딸기	캔디류	250	g	240	2	6	45	42	90	0	0	6	0
쁘띠첼요거젤리 복숭아	캔디류	250	g	260	0	10	43	34	75	0	0	8	0
뚜또 후르츠믹스	캔디류	250	g	154	1	1	36	34	190	0	0	0	0
쁘띠첼요거젤리 블루베리	캔디류	250	g	275	0	9	48	49	80	0	0	8	0
쁘띠첼 요거 젤리밀감	캔디류	250	g	265	0	11	42	28	80	0	0	9	0
뚜또 밀감	캔디류	250	g	152	2	1	34	34	65	0	0	0	0
뚜또 코코딸기	캔디류	250	g	260	1	8	46	43	180	0	0	1	0
뚜또 백도	캔디류	250	g	172	1	2	38	37	160	0	0	0	0
뚜또 코코파인	캔디류	250	g	230	1	6	43	39	160	0	0	1	0
뚜또 포도	캔디류	250	g	147	0	1	35	34	130	0	0	0	0
